Date,Open,High,Low,Close,Adj Close,Volume
2017-10-31,5943.000000,6013.000000,5940.000000,5958.899902,5679.243652,387
2017-11-01,6020.000000,6040.000000,5959.950195,5971.899902,5691.633301,1097
2017-11-02,6020.000000,6020.000000,5975.100098,5992.899902,5711.647949,124
2017-11-03,6013.100098,6013.100098,5975.000000,6000.500000,5718.891602,139
2017-11-06,6020.000000,6020.000000,5960.000000,6001.250000,5729.153809,158
2017-11-07,5999.899902,6167.549805,5900.000000,6001.450195,5729.344727,296
2017-11-08,6069.350098,6069.350098,5858.000000,5909.100098,5641.182617,181
2017-11-09,5900.500000,5990.399902,5886.100098,5974.450195,5703.569336,572
2017-11-10,5970.000000,6099.950195,5905.000000,5988.000000,5716.503906,1179
2017-11-13,5980.049805,6116.000000,5808.700195,5861.350098,5595.597656,1751
2017-11-14,5870.000000,5970.000000,5865.000000,5919.950195,5651.540527,116
2017-11-15,5945.850098,5975.000000,5905.950195,5908.200195,5640.323242,266
2017-11-16,5965.000000,6016.549805,5922.700195,5962.100098,5691.779297,133
2017-11-17,5956.000000,6057.600098,5956.000000,6031.250000,5757.794434,56
2017-11-20,6032.350098,6114.600098,6030.000000,6085.700195,5809.775879,108
2017-11-21,6100.000000,6222.000000,6100.000000,6121.399902,5843.856934,651
2017-11-22,6177.000000,6320.000000,6177.000000,6298.299805,6012.735352,637
2017-11-23,6300.000000,6477.299805,6300.000000,6367.350098,6078.655273,638
2017-11-24,6399.899902,6399.899902,6260.049805,6304.250000,6018.415527,346
2017-11-27,6326.549805,6351.000000,6220.049805,6298.799805,6013.212891,123
2017-11-28,6359.100098,6359.100098,6278.000000,6320.700195,6034.120117,146
2017-11-29,6349.100098,6460.000000,6345.000000,6377.450195,6088.296875,361
2017-11-30,6424.600098,6550.850098,6360.000000,6410.000000,6119.371582,15864
2017-12-01,6450.000000,6590.000000,6450.000000,6552.399902,6255.315430,433
2017-12-04,6580.000000,6750.000000,6580.000000,6728.750000,6423.668945,676
2017-12-05,6750.000000,6907.000000,6672.000000,6700.399902,6396.604492,657
2017-12-06,6730.000000,6730.000000,6620.000000,6630.000000,6329.396973,242
2017-12-07,6628.000000,6848.049805,6497.350098,6729.049805,6423.955566,841
2017-12-08,6886.100098,7196.899902,6838.100098,7066.450195,6746.057617,901
2017-12-11,7099.899902,7099.899902,6990.000000,7028.200195,6709.541992,382
2017-12-12,7087.100098,7112.100098,6939.000000,6959.850098,6644.291504,573
2017-12-13,6948.000000,6993.049805,6695.000000,6771.450195,6464.434082,502
